Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
07-16241,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/27/2007,04/12/2007,13315007900,Real Discount Tobacco & Beer,Mary D. Ziada Dawoud,3920  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,26,37019006,"3920 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085376, -86.728608)"
97-17250,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/27/1997,11/21/1997,09216016300,Midtown Cafe,"Gandalf, LLC",102  19th AVE S,Nashville,TN,37203.00000,19,37019500,"102 19th AVE S
Nashville, TN 37203
(36.151843, -86.797094)"
94-15894,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/31/1993,02/01/1994,09515001100,Courtyard by Marriott,Courtyard Management Corporation,2508  Elm Hill PIKE,Nashville,TN,37214.00000,,15100206,"2508 Elm Hill PIKE
Nashville, TN 37214
(36.15248, -86.682263)"
01-00559,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/09/2001,01/25/2001,06200000500,Nashville KOA,"Kampgrounds of America, Inc.",2626  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2626 Music Valley DR
Nashville, TN 37214
(36.235396, -86.708029)"
10-16609,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/30/2009,12/31/2009,06415000900,CVS/Pharmacy,Tennessee CVS Pharmacy,4402  Lebanon PIKE,Hermitage,TN,37076.00000,11,37015401,"4402 Lebanon PIKE
Hermitage, TN 37076
(36.214895, -86.603935)"
12-19538,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,07300003200,Gaylord Hotel Cheekwood A-C,Marriott Hotel Services Inc.,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
16-20328,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/10/2016,08/25/2016,09310043700,Martins Bar-B-Que Joint,Martins BBQ Joint Mt Juliet LLC,410  4th AVE S,Nashville,TN,37201.00000,19,37019500,"410 4th AVE S
Nashville, TN 37201
(36.156579, -86.774303)"
15-17272,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/02/2015,07/23/2015,10308004000,Billy's Corner,Billys Corner LLC,4400  Murphy RD,Nashville,TN,37209.00000,24,37013400,"4400 Murphy RD
Nashville, TN 37209
(36.140982, -86.839489)"
07-18619,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt (Restaurant),Loews Nashville Hotel Corp.,2100  West End AVE,Nashville,TN,37203.00000,,16500109,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
17-20414,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/21/2016,01/27/2017,09306205800,Cerveza Jack's,"CJs - Nashville, LLC",135  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"135 2nd AVE N
Nashville, TN 37201
(36.162907, -86.775841)"
18-25464,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2018,06/14/2018,09216025900,SLIDER HOUSE,,1907A  DIVISION ST,NASHVILLE,TN,37203.00000,19,37019500,"1907A DIVISION ST
NASHVILLE, TN 37203
(36.150024, -86.796503)"
09-18971,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/11/2009,03/26/2009,09507014800,Club-Hotel Nashville Inn & Sui,KNA Hospitality,2435  Atrium WAY,Nashville,TN,37214.00000,15,37015100,"2435 Atrium WAY
Nashville, TN 37214
(36.159633, -86.690189)"
20-26891,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/26/2020,04/07/2021,10301001000,CHARLOTTE PIKE MARKET,"Benjamin Burnette, Wade Burnette",6302  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"6302 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.145917, -86.870952)"
15-20129,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/10/2015,06/25/2015,05108010300,Don Julio Mexican Restaurant,Los Altos Inc,1019  Gallatin PIKE S,Madison,TN,37115.00000,7,37010702,"1019 Gallatin PIKE S
Madison, TN 37115
(36.25004, -86.718965)"
17-25206,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2017,10/12/2017,10412000300,HOPDODDY BURGER BAR,,1805  21ST AVE S 100,NASHVILLE,TN,37212.00000,18,37016800,"1805 21ST AVE S 100
NASHVILLE, TN 37212
(36.136455, -86.800905)"
T18-25677,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,09/05/2018,,08213036600,BREAKAWAY MUSIC FESTIVAL,,600  JAMES ROBERTSON PKWY,NASHVILLE,TN,37219.00000,19,37019400,"600 JAMES ROBERTSON PKWY
NASHVILLE, TN 37219
(36.168308, -86.785851)"
18-25622,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2018,11/06/2018,09306410700,CAFE INTERMEZZO SOBRO,,205  DEMONBREUN ST,NASHVILLE,TN,37201.00000,19,37019500,"205 DEMONBREUN ST
NASHVILLE, TN 37201
(36.159889, -86.773905)"
15-20150,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2015,07/27/2015,082130E12600CO,Dabble Studio at 330 Harrison,Dabble LLC,330  Harrison ST,Nashville,TN,37219.00000,19,37019400,"330 Harrison ST
Nashville, TN 37219
(36.171111, -86.782436)"
11-16845,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/30/2011,12/14/2011,08206001300,Z Mart 2,Motasem Ayesh,803  Dickerson PIKE,Nashville,TN,37207.00000,5,37012600,"803 Dickerson PIKE
Nashville, TN 37207
(36.184786, -86.773666)"
07-18621,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt (Concierge),Loews Nashville Hotel Corp.,2100  West End AVE,Nashville,TN,37203.00000,,16500109,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
17-25082,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/13/2017,08/30/2017,11815001000,CHIPOTLE MEXICAN GRILL #2787,,731  THOMPSON LN,NASHVILLE,TN,37204.00000,16,37980200,"731 THOMPSON LN
NASHVILLE, TN 37204
(36.112295, -86.767022)"
99-17540,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/1999,11/04/1999,10408010800,Belcourt Theatre,"Belcourt Theatre, Inc.",2102  Belcourt AVE,Nashville,TN,37212.00000,18,37016800,"2102 Belcourt AVE
Nashville, TN 37212
(36.136708, -86.801639)"
18-25805,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/14/2018,01/10/2019,156090A00100CO,BOOMBOZZ CRAFT PIZZA & TAPHOUSE,Dwight T. Derringer,8016  HIGHWAY 100,NASHVILLE,TN,37221.00000,35,37018405,"8016 HIGHWAY 100
NASHVILLE, TN 37221
(36.045348, -86.951103)"
17-25316,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2017,12/08/2017,06200002201,SANTA FE CATTLE COMPANY,,2520  MUSIC VALLEY DR,NASHVILLE,TN,37214.00000,15,37015300,"2520 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.225991, -86.695992)"
11-19279,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2011,04/28/2011,03405012000,Outback Steakhouse,"Outback Steakhouse of Florida, LLC",1560  Gallatin PIKE N,Nashville,TN,37115.00000,7,10400148,"1560 Gallatin PIKE N
Nashville, TN 37115
(36.291025, -86.70346)"
18-25406,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2018,07/12/2018,14707007900,LA COCINA DOMINICANA RESTAURANT,,4407  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,27,37018904,"4407 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.073236, -86.72437)"
16-20344,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/02/2016,09/29/2016,11909006900,The Eastern Peak,Jasmine Nashville LLC,536  Thompson LN  1,Nashville,TN,37211.00000,16,37017300,"536 Thompson LN 1
Nashville, TN 37211
(36.111244, -86.750183)"
17-25178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2017,01/25/2018,09306108900,DEACON'S NEW SOUTH,,401  CHURCH ST,NASHVILLE,TN,37219.00000,19,37019500,"401 CHURCH ST
NASHVILLE, TN 37219
(36.163711, -86.778947)"
17-25058,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,09/29/2017,09504003100,NECTAR URBAN CANTINA,,206  MCGAVOCK PIKE,NASHVILLE,TN,37214.00000,15,37015100,"206 MCGAVOCK PIKE
NASHVILLE, TN 37214
(36.168067, -86.680011)"
10-00889,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/19/2010,10/28/2010,09313008700,Turnip Truck Urban Fare,"Turnip Truck Urban Fare, LLC",321  12th AVE S,Nashville,TN,37203.00000,19,37019500,"321 12th AVE S
Nashville, TN 37203
(36.15258, -86.784868)"
14-17114,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/07/2014,02/27/2014,13600007400,Kwik Stop Super Mercado,"Kwik Stop Holdings, LLC",2821  Smith Springs RD,Antioch,TN,37013.00000,29,37015617,"2821 Smith Springs RD
Antioch, TN 37013"
12-19554,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Findleys Irish Pub,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
17-20469,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2017,04/13/2017,06416000800,JB's Pour House,JB Management LLC,4770  Lebanon PIKE,Hermitage,TN,37076.00000,11,37015401,"4770 Lebanon PIKE
Hermitage, TN 37076
(36.21503, -86.590282)"
12-19608,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2012,10/11/2012,09216022300,The Red Door Saloon,"The Red Door Saloon, LLC",1816  Division ST,Nashville,TN,37203.00000,19,37019500,"1816 Division ST
Nashville, TN 37203
(36.150499, -86.795668)"
17-25317,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2017,01/25/2018,14700002400,FONDA CUBILETE MEXICAN RESTAURANT INC,,423  HARDING PL,NASHVILLE,TN,37211.00000,26,37018902,"423 HARDING PL
NASHVILLE, TN 37211
(36.078614, -86.729148)"
02-15854,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/07/2004,02/12/2004,04409000100,Jay's Market,Varsha B. Mistry,403  Bridgeway AVE,Old Hickory,TN,37138.00000,11,37010501,"403 Bridgeway AVE
Old Hickory, TN 37138
(36.269398, -86.666475)"
11-19305,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2011,05/12/2011,09216003000,Sitar Cuisine of India,"Jai Mata, Inc.",116  21st AVE N,Nashville,TN,37203.00000,21,37019500,"116 21st AVE N
Nashville, TN 37203
(36.151186, -86.801753)"
18-25631,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/06/2018,09/14/2018,13001019100,COCO'S FINEZZA ITALIAN RESTAURANT,,5406  HARDING PIKE,NASHVILLE,TN,37205.00000,23,37018500,"5406 HARDING PIKE
NASHVILLE, TN 37205
(36.099697, -86.871445)"
18-25585,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/12/2018,08/24/2018,16300030200,PHILLY & BURGERS,Philly &amp; Burgers,5359  MT VIEW RD,ANTIOCH,TN,37013.00000,32,37015629,"5359 MT VIEW RD
ANTIOCH, TN 37013
(36.047969, -86.648118)"
11-16827,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/14/2011,09/29/2011,05413012800,Kwik Sack,"Marsiel Hanna, Reda Hanna",3838  Old Hickory BLVD  F,Old Hickory,TN,37138.00000,11,10502,"3838 Old Hickory BLVD F
Old Hickory, TN 37138
(36.237716, -86.628646)"
11-16808,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/17/2011,07/14/2011,09700000000001,Nashville Shores RV Resort,"Nahville Shores Holdings, LLC",4001  Bell RD,Hermitage,TN,37076.00000,,,"4001 Bell RD
Hermitage, TN 37076
(36.165229, -86.603207)"
17-25307,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/15/2017,12/20/2017,10403000500,THE LOCAL,,110  28TH AVE N,NASHVILLE,TN,37203.00000,21,37016600,"110 28TH AVE N
NASHVILLE, TN 37203
(36.145779, -86.812905)"
18-25692,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/17/2018,10/24/2018,08212032300,THE FILLING STATION EAST,,900  MAIN ST,NASHVILLE,TN,37206.00000,6,37019200,"900 MAIN ST
NASHVILLE, TN 37206
(36.176047, -86.757006)"
07-18765,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,16014002800,Longhorn Steakhouse of Brentwo,"RARE Hospitality International, Inc.",774  Old Hickory BLVD,Brentwood,TN,37027.00000,4,37018803,"774 Old Hickory BLVD
Brentwood, TN 37027
(36.041365, -86.778081)"
12-19548,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Island E,Marriott Hotel Services Inc.,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
94-14297,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/22/1993,02/01/1994,16108002500,J. R. Market,Luis R. Cevallos,5303  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5303 Nolensville PIKE
Nashville, TN 37211
(36.053353, -86.714997)"
07-18689,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2007,07/05/2007,10700005000,American Airlines Admiral's Cl,"American Airlines, Inc.",1  Terminal DR,Nashville,TN,37214.00000,13,37980100,"1 Terminal DR
Nashville, TN 37214
(36.131602, -86.668735)"
04-18138,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2003,04/14/2004,14200026800,Dalton's Grill,"Dalton's Grill, Inc.",7061  Highway 70  S,Nashville,TN,37221.00000,34,37018404,"7061 Highway 70 S
Nashville, TN 37221
(36.074735, -86.920033)"
09-16557,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2009,11/05/2009,11912000200,Sam's Express Inc.,Sam's Express Inc.,20  Thompson LN E,Nashville,TN,37211.00000,16,37017401,"20 Thompson LN E
Nashville, TN 37211
(36.114867, -86.719634)"
15-20121,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2015,06/11/2015,07114030300,Larry's,Larry Buggs,1211  Brick Church PIKE,Nashville,TN,37207.00000,2,37012702,"1211 Brick Church PIKE
Nashville, TN 37207
(36.196282, -86.776739)"
09-19003,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2009,06/11/2009,10513021100,12 South Taproom & Grill,"12 South Taproom &amp; Grill, Inc.",2318  12th AVE S,Nashville,TN,37204.00000,17,37017000,"2318 12th AVE S
Nashville, TN 37204
(36.126496, -86.78923)"
13-19792,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2013,09/12/2013,09306205100,Benchmark,Grissom Prime Investments LLC,117  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"117 2nd AVE N
Nashville, TN 37201
(36.162508, -86.775586)"
06-18521,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2006,07/27/2006,09216001800,Ruth's Chris Steak House,"RCSH Operations, LLC",2100  West End AVE,Nashville,TN,37203.00000,,16500109,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
08-16431,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/22/2008,11/06/2008,02100005100,Joelton Discount Tobacco,Emad Kamal Saad,6210  Clarksville PIKE,Joelton,TN,37080.00000,1,37010104,"6210 Clarksville PIKE
Joelton, TN 37080
(36.312262, -86.8829)"
13-19814,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/03/2013,10/25/2013,09310040500,Hyatt Place Nashville,White Lodging Services Corporation,301  3rd AVE S,Nashville,TN,37201.00000,19,37019500,"301 3rd AVE S
Nashville, TN 37201
(36.15857, -86.774023)"
18-25352,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/29/2018,09/13/2018,08216006900,KAWAI POKE CO,,901  WOODLAND ST  105,NASHVILLE,TN,37206.00000,6,37019200,"901 WOODLAND ST 105
NASHVILLE, TN 37206
(36.175138, -86.75611)"
18-25626,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/2018,08/29/2018,09309031000,FRIST ART MUSEUM,,919  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"919 BROADWAY
NASHVILLE, TN 37203
(36.158077, -86.784041)"
14-00169,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",07/23/2014,08/15/2014,09513003200,Yazoo Brewing Company,Yazoo Brewing Company Inc,1871  Elm Tree DR,Nashville,TN,37210.00000,15,37019600,"1871 Elm Tree DR
Nashville, TN 37210
(36.148911, -86.705941)"
07-18764,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,12001014800,Longhorn Steakhouse of Murfree,"RARE Hospitality International, Inc.",1175  Murfreesboro PIKE,Nashville,TN,37217.00000,16,37015802,"1175 Murfreesboro PIKE
Nashville, TN 37217
(36.122318, -86.705591)"
07-00827,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/09/2007,11/29/2007,14800017600,King Market Inc.,King Market Inc,1801  Antioch PIKE,Antioch,TN,37013.00000,28,37015613,"1801 Antioch PIKE
Antioch, TN 37013
(36.070575, -86.684574)"
16-17412,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/12/2016,11/14/2016,13306003800,Marathon Express,H&amp;A Trade LLC,3508  Nolensville PIKE,Nashville,TN,37211.00000,16,37017402,"3508 Nolensville PIKE
Nashville, TN 37211
(36.098435, -86.738859)"
19-25987,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2019,05/21/2019,10503021400,NEVER NEVER,,413  HOUSTON ST,NASHVILLE,TN,37203.00000,17,37016100,"413 HOUSTON ST
NASHVILLE, TN 37203
(36.142488, -86.765406)"
19-25874,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/11/2019,03/21/2019,08116039900,GREEN FLEET BICYCLES,,934  JEFFERSON ST,NASHVILLE,TN,37208.00000,19,37019400,"934 JEFFERSON ST
NASHVILLE, TN 37208
(36.172557, -86.794278)"
18-25471,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/13/2018,08/10/2018,105071A00300CO,DISKIN CIDER,,1235  MARTIN ST,NASHVILLE,TN,37203.00000,17,37016100,"1235 MARTIN ST
NASHVILLE, TN 37203
(36.141147, -86.769414)"
15-20137,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/2015,07/14/2015,08301015900,Nomzilla,Shinka Enterprises LLC,1000  Gallatin AVE,Nashville,TN,37206.00000,5,37011700,"1000 Gallatin AVE
Nashville, TN 37206
(36.18848, -86.746299)"
17-17452,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/22/2017,03/09/2017,08115014000,DB Todd Market,Mena Nemr,1509  DR D B TODD JR BLVD,Nashville,TN,37208.00000,21,37013900,"1509 DR D B TODD JR BLVD
Nashville, TN 37208
(36.1731, -86.808135)"
15-17289,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/05/2015,11/02/2015,14000007600,Twicedaily,Tri Star Energy LLC,8020  McCrory LN,Nashville,TN,37221.00000,35,37018302,"8020 McCrory LN
Nashville, TN 37221
(36.07802, -87.021643)"
12-16986,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/05/2012,01/02/2013,14200006601,"Bellevue Oil, Inc.","Bellevue Oil, Inc.",7395  Old Harding PIKE,Nashville,TN,37221.00000,22,37018405,"7395 Old Harding PIKE
Nashville, TN 37221
(36.064939, -86.938739)"
16-03914,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/23/2016,12/19/2016,06115023500,Actual Food Nashville,"Actual Food Nashville, LLC",3914  Gallatin PIKE,Nashville,TN,37216.00000,7,37011200,"3914 Gallatin PIKE
Nashville, TN 37216
(36.217025, -86.728781)"
16-17329,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/02/2016,06/23/2016,04112013700,Royal Discount Tobacco & Beer,Maria G Al-Nemri,3843  Dickerson PIKE,Nashville,TN,37207.00000,8,37010901,"3843 Dickerson PIKE
Nashville, TN 37207
(36.266805, -86.756661)"
12-16895,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/08/2012,05/24/2012,09700014000,Twicedaily's,"Tri-Star Energy, LLC",3696  Bell RD,Nashville,TN,37214.00000,13,37015624,"3696 Bell RD
Nashville, TN 37214
(36.151703, -86.625225)"
10-16713,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/23/2010,09/09/2010,07513024600,Dollar General,"Dolgencorp, LLC.",3926  Lebanon PIKE,Hermitage,TN,37076.00000,14,37015402,"3926 Lebanon PIKE
Hermitage, TN 37076
(36.193628, -86.623139)"
16-20326,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2016,08/25/2016,11815001000,Hollywood Stadium 27 & RPX,R.C. Cobb Inc,719  Thompson LN,Nashville,TN,37204.00000,16,37980200,"719 Thompson LN
Nashville, TN 37204
(36.111899, -86.763171)"
09-19033,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/16/2009,08/28/2009,17212010600,Blue Coast Burrito,"BCB Restaurant Group, LLC",6900  Lenox Village DR  16,Nashville,TN,37211.00000,31,37019114,"6900 Lenox Village DR 16
Nashville, TN 37211
(36.025525, -86.712036)"
12-19542,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Conservatory Cafe,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
11-16781,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/15/2011,04/28/2011,16300024800,Hickory Hollow Party Store,Emad Megaly,5306  Hickory Hollow PKWY,Antioch,TN,37013.00000,32,37015629,"5306 Hickory Hollow PKWY
Antioch, TN 37013
(36.046778, -86.654976)"
06-16142,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/23/2006,06/12/2006,07513024600,Mexicali Market,"Mexicali Market, LLC",3922  Lebanon PIKE,Hermitage,TN,37076.00000,14,37015402,"3922 Lebanon PIKE
Hermitage, TN 37076
(36.193511, -86.62324)"
T21-27270,TEMPORARY,BBPERMIT,OFFSALES,BB - Off Site Sales,06/02/2021,,07513024600,MEXICALI MARKET,JUAN HUGO BALDERRAMA,3922  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015402,"3922 LEBANON PIKE
HERMITAGE, TN 37076
(36.193511, -86.62324)"
12-19600,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,06200006500,Gaylord Springs Golf Course,"Marriott Hotel Services, Inc.",18  Springhouse LN,Nashville,TN,37214.00000,15,37015300,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
09-19022,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/02/2009,07/23/2009,10616004603,Honduras Restaurant,"Honduras Restaurant, Inc.",1051  Murfreesboro PIKE,Nashville,TN,37217.00000,16,37015802,"1051 Murfreesboro PIKE
Nashville, TN 37217
(36.127669, -86.712442)"
18-25719,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/05/2018,10/25/2018,09314002800,STOCK & BARREL,,901  GLEAVES ST,NASHVILLE,TN,37203.00000,19,37019500,"901 GLEAVES ST
NASHVILLE, TN 37203
(36.151948, -86.780684)"
17-25120,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/11/2017,08/01/2017,13400029100,Z-MART,,1451  DONELSON PIKE,NASHVILLE,TN,37217.00000,28,37015613,"1451 DONELSON PIKE
NASHVILLE, TN 37217
(36.093831, -86.678365)"
18-25722,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/10/2018,10/25/2018,14800016400,MAPCO #3191,,5001  LINBAR DR,NASHVILLE,TN,37211.00000,30,37019003,"5001 LINBAR DR
NASHVILLE, TN 37211
(36.081481, -86.701678)"
17-25232,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/25/2017,10/13/2017,09600000500,MAPCO #3322,,585  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.00000,14,37015501,"585 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157381, -86.635537)"
16-20306,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/03/2016,07/21/2016,09116039200,Double Dogs,"Double Dogs Tennessee, LLC",4017  Charlotte AVE,Nashville,TN,37209.00000,24,37013500,"4017 Charlotte AVE
Nashville, TN 37209
(36.152446, -86.835286)"
16-17406,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,09713002700,Mapco Mart 3321,Mapco Express Inc,710  STEWARTS FERRY PIKE,Nashville,TN,37214.00000,13,37015624,"710 STEWARTS FERRY PIKE
Nashville, TN 37214
(36.153226, -86.625385)"
04-18269,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/11/2004,12/06/2004,09306207100,Coyote Ugly Saloon,"CUS Nashville, LLC",154  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"154 2nd AVE N
Nashville, TN 37201
(36.163518, -86.776222)"
18-25821,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/31/2018,04/16/2019,16300007700,ANTIGUA COCINA GUATEMALTECA,,1135  BELL RD  306,ANTIOCH,TN,37013.00000,32,37019111,"1135 BELL RD 306
ANTIOCH, TN 37013
(36.044965, -86.665063)"
08-16403,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/18/2008,08/14/2008,09308001400,Flemings Market,Mekdad Ahmed Alazab,499  Davidson ST,Nashville,TN,37213.00000,6,37019300,"499 Davidson ST
Nashville, TN 37213
(36.160961, -86.759057)"
16-17345,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/29/2016,09/09/2016,13300011500,Aldi,Aldi Inc (Tennessee),3758  Nolensville PIKE,Nashville,TN,37211.00000,26,37019006,"3758 Nolensville PIKE
Nashville, TN 37211
(36.089536, -86.733079)"
18-25814,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2018,04/11/2019,149030E00900CO,TONY'S MEXICAN RESTAURANT,,2637  LAKEVILLA DR,NASHVILLE,TN,37217.00000,29,37015612,"2637 LAKEVILLA DR
NASHVILLE, TN 37217
(36.078389, -86.640403)"
