,Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Address,City,State,Zip,Mapped Location
1183,18-25586,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/12/2018,09/13/2018,11801004100,TWICE DAILY #6055 & WHITE BISON #6055,2607  12TH AVE S,NASHVILLE,TN,37204.0,"2607 12TH AVE S
NASHVILLE, TN 37204
(36.123415, -86.789891)"
1184,14-19897,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2014,09/12/2017,03402009500,The Clubhouse Sports Bar and Grill,271  Gleaves ST,Madison,TN,37115.0,"271 Gleaves ST
Madison, TN 37115
(36.297124, -86.701943)"
1185,15-20063,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2014,03/06/2015,093060A00300CO,Bakersfield SoBro,201  3rd AVE S,Nashville,TN,37201.0,"201 3rd AVE S
Nashville, TN 37201
(36.158964, -86.774287)"
1186,04-18241,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/08/2004,09/23/2004,16100017100,Ibiza Night Club,15128  Old Hickory BLVD,Nashville,TN,37211.0,"15128 Old Hickory BLVD
Nashville, TN 37211
(36.045237, -86.716725)"
1187,17-20467,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/17/2017,04/10/2017,08209033200,Henrietta Red,1200  4th AVE N,Nashville,TN,37208.0,"1200 4th AVE N
Nashville, TN 37208
(36.175977, -86.786901)"
1188,94-16043,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/27/1993,02/01/1994,09202009400,Pride of TN Elks Lodge #1102,2614  Jefferson ST,Nashville,TN,37208.0,"2614 Jefferson ST
Nashville, TN 37208
(36.167988, -86.818003)"
1189,21-27203,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2021,06/10/2021,093063A00300CO,ASSEMBLY FOOD HALL,5055  BROADWAY PL,NASHVILLE,TN,37203.0,"5055 BROADWAY PL
NASHVILLE, TN 37203"
1190,06-18501,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/08/2006,06/29/2006,13400019700,San Jose Restaurant,99  Wallace RD,Nashville,TN,37211.0,"99 Wallace RD
Nashville, TN 37211
(36.083944, -86.702007)"
1191,12-19582,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Ryman Courtyard,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1192,18-25700,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/21/2018,10/25/2018,10503018500,FLAMINGO COCKTAIL CLUB,509  HOUSTON ST,NASHVILLE,TN,37203.0,"509 HOUSTON ST
NASHVILLE, TN 37203
(36.143017, -86.768288)"
1193,17-25054,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,11/17/2017,09310003200,OAK STEAKHOUSE,801  CLARK PL  WESTIN HOT,NASHVILLE,TN,37203.0,"801 CLARK PL WESTIN HOT
NASHVILLE, TN 37203
(36.155521, -86.780792)"
1194,12-19576,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Presidential Boardroom A,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1195,10-19225,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/18/2010,12/09/2010,06300020400,Hermitage Golf Course,3939  Old Hickory BLVD,Old Hickory,TN,37138.0,"3939 Old Hickory BLVD
Old Hickory, TN 37138
(36.234071, -86.639814)"
1196,06-00799,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/22/2006,12/07/2006,09306307400,The Second Fiddle,420  Broadway,Nashville,TN,37203.0,"420 Broadway
Nashville, TN 37203
(36.160673, -86.778043)"
1197,13-19715,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2013,04/25/2013,17200008700,Sushi O Sushi,6023  Nolensville PIKE,Nashville,TN,37211.0,"6023 Nolensville PIKE
Nashville, TN 37211
(36.026507, -86.712895)"
1198,13-19793,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/28/2013,09/13/2013,10315004800,Chipotle Mexican Grill,96  WHITE BRIDGE PIKE  103,NASHVILLE,TN,37205.0,"96 WHITE BRIDGE PIKE 103
NASHVILLE, TN 37205"
1199,94-16047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/09/1993,02/01/1994,10700006400,South Nashville Knights of Col,2300  Knights of Columbus BLVD,Nashville,TN,37214.0,"2300 Knights of Columbus BLVD
Nashville, TN 37214
(36.143169, -86.689713)"
1200,12-19571,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Magnolia Pool Cafe,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1201,07-00821,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/29/2007,06/15/2007,10408012600,H. Cues Upstairs Pool Room,1602  21st AVE S,Nashville,TN,37212.0,"1602 21st AVE S
Nashville, TN 37212
(36.138581, -86.800655)"
1202,01-17748,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/01/2001,06/28/2001,10315004600,Dalts Restaurant,4415  POST PL,NASHVILLE,TN,37205.0,"4415 POST PL
NASHVILLE, TN 37205
(36.129004, -86.85159)"
1203,18-25698,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/20/2018,12/19/2018,09204033500,CORSAIR ARTISAN,1200  CLINTON ST,NASHVILLE,TN,37203.0,"1200 CLINTON ST
NASHVILLE, TN 37203
(36.164597, -86.795571)"
1204,94-00061,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/30/1993,02/01/1994,09402022900,Shelby Golf Course,2021  Fatherland ST,Nashville,TN,37206.0,"2021 Fatherland ST
Nashville, TN 37206
(36.172779, -86.735409)"
1205,13-19721,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2013,05/09/2013,17100002400,Brentwood Suites Hotel,622  Church ST E,Brentwood,TN,37027.0,"622 Church ST E
Brentwood, TN 37027
(36.033528, -86.779253)"
1206,17-25291,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2017,03/01/2018,09216043400,HUTTON HOTEL,1808  WEST END AVE,NASHVILLE,TN,37203.0,"1808 WEST END AVE
NASHVILLE, TN 37203
(36.15261, -86.796793)"
1207,07-18700,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2007,07/13/2007,14707024600,Seoul Garden Restaurant,4928  Edmondson PIKE  101,Nashville,TN,37211.0,"4928 Edmondson PIKE 101
Nashville, TN 37211
(36.076201, -86.727703)"
1208,09-18982,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/11/2009,04/14/2009,09216034500,The Patterson House,1711  Division ST,Nashville,TN,37203.0,"1711 Division ST
Nashville, TN 37203
(36.151429, -86.794178)"
1209,17-25100,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/27/2017,03/28/2019,09112001600,THE HOP YARD,800  44TH AVE N,NASHVILLE,TN,37209.0,"800 44TH AVE N
NASHVILLE, TN 37209
(36.157013, -86.839825)"
1210,15-20080,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/23/2015,04/09/2015,09302001300,D&D Events Inc,417  4th AVE N,Nashville,TN,37201.0,"417 4th AVE N
Nashville, TN 37201
(36.167021, -86.781115)"
1211,18-25420,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2018,07/26/2018,14903015900,RESTAURANTE LOS CHURRASCOS,2500  MURFREESBORO PIKE  107,NASHVILLE,TN,37217.0,"2500 MURFREESBORO PIKE 107
NASHVILLE, TN 37217
(36.079023, -86.643957)"
1212,08-18872,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/07/2008,07/24/2008,09306310400,Rippy's,429  Broadway,Nashville,TN,37203.0,"429 Broadway
Nashville, TN 37203
(36.160579, -86.778262)"
1213,18-25595,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2018,09/14/2018,09504024900,PARTY FOWL DONELSON,2620  LEBANON PIKE,NASHVILLE,TN,37214.0,"2620 LEBANON PIKE
NASHVILLE, TN 37214
(36.169534, -86.671456)"
1214,09-19020,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2009,07/16/2009,09700013000,La Hacienda Mexican Restaurant,3666  Bell RD,Nashville,TN,37214.0,"3666 Bell RD
Nashville, TN 37214
(36.150904, -86.62534)"
1215,18-25517,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,05/16/2018,10/09/2018,11801004300,YAZOO BIG WHEEL RACE,2701  12TH AVE S,NASHVILLE,TN,37204.0,"2701 12TH AVE S
NASHVILLE, TN 37204
(36.122989, -86.789995)"
1216,04-18230,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/2004,08/12/2004,08104022200,Millennium Maxwell House Hotel,2025  ROSA L PARKS BLVD,Nashville,TN,37228.0,"2025 ROSA L PARKS BLVD
Nashville, TN 37228
(36.188976, -86.798591)"
1217,15-20135,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/22/2015,07/09/2015,13415000500,Island Vibes,1316  Antioch PIKE,Nashville,TN,37211.0,"1316 Antioch PIKE
Nashville, TN 37211
(36.084866, -86.690198)"
1218,14-19869,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2014,04/10/2014,05308000000001,Sam's at the Cove,2001  Lakeshore DR,Old Hickory,TN,37138.0,"2001 Lakeshore DR
Old Hickory, TN 37138
(36.250492, -86.641054)"
1219,19-25861,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2019,04/02/2019,06400011700,URBAN AIR ADVENTURE PARK,4331  OLD HICKORY BLVD,OLD HICKORY,TN,37138.0,"4331 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.217672, -86.6238)"
1220,16-20273,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2016,04/15/2016,16100014000,Subculture Urban Cuisine and C,5737  Nolensville PIKE,Nashville,TN,37211.0,"5737 Nolensville PIKE
Nashville, TN 37211
(36.047708, -86.713509)"
1221,18-25429,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/16/2018,03/28/2019,07213039000,THE EAST ROOM,2412  GALLATIN AVE,NASHVILLE,TN,37206.0,"2412 GALLATIN AVE
NASHVILLE, TN 37206
(36.19465, -86.743297)"
1222,07-18758,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,03403012100,Longhorn Steakhouse of Riverga,2021  Gallatin PIKE N,Madison,TN,37115.0,"2021 Gallatin PIKE N
Madison, TN 37115
(36.301909, -86.693065)"
1223,14-19933,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/03/2014,07/10/2014,16000004400,Firebirds Wood Fired Grill,700  Old Hickory BLVD  204,Brentwood,TN,37027.0,"700 Old Hickory BLVD 204
Brentwood, TN 37027
(36.0403, -86.76834)"
1224,18-25779,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/21/2018,01/24/2019,05104006500,GARDEN FRESH FOOD MARKET,800  MADISON SQ,MADISON,TN,37115.0,"800 MADISON SQ
MADISON, TN 37115
(36.25529, -86.7191)"
1225,12-19457,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2012,05/21/2012,08600031600,O'Charley's Restaurant,5500  Old Hickory BLVD,Hermitage,TN,37078.0,"5500 Old Hickory BLVD
Hermitage, TN 37078
(36.181826, -86.607419)"
1226,18-25732,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/17/2018,03/06/2019,08209021800,TAILOR NASHVILLE,1300B  3RD AVE N,NASHVILLE,TN,37208.0,"1300B 3RD AVE N
NASHVILLE, TN 37208
(36.177945, -86.786601)"
1227,17-20457,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/16/2017,03/09/2017,09306307800,The Stage on Broadway,412  Broadway,Nashville,TN,37203.0,"412 Broadway
Nashville, TN 37203
(36.16081, -86.777715)"
1228,18-25364,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,03/01/2018,08313009500,MARU,1100  FATHERLAND ST  101,NASHVILLE,TN,37206.0,"1100 FATHERLAND ST 101
NASHVILLE, TN 37206
(36.174123, -86.750112)"
1229,15-20133,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2015,07/09/2015,11714014100,Ginza Japanese Restaurant,3900  Hillsboro PIKE  10,Nashville,TN,37215.0,"3900 Hillsboro PIKE 10
Nashville, TN 37215
(36.105843, -86.813849)"
1230,18-25363,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,05/24/2018,09116016200,FIVE POINTS PIZZA,4100  CHARLOTTE AVE,NASHVILLE,TN,37209.0,"4100 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152404, -86.836039)"
1231,06-18604,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/25/2006,12/28/2006,16100015000,Pizza Hut,5787  Nolensville PIKE,Nashville,TN,37211.0,"5787 Nolensville PIKE
Nashville, TN 37211
(36.045781, -86.713301)"
1232,18-25474,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/13/2018,05/24/2018,093023F00300CO,BLACK RABBIT,218  3RD AVE N 300,NASHVILLE,TN,37201.0,"218 3RD AVE N 300
NASHVILLE, TN 37201
(36.164867, -86.778138)"
1233,13-19818,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2013,10/28/2013,093060A00100CO,The Farm House,210  Almond ST,Nashville,TN,37201.0,"210 Almond ST
Nashville, TN 37201
(36.159196, -86.77522)"
1234,15-20039,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/16/2014,01/08/2015,03900009400,Habaneros Mexican Restaurant,5432  Clarksville PIKE,Whites Creek,TN,37189.0,"5432 Clarksville PIKE
Whites Creek, TN 37189
(36.274283, -86.865438)"
1235,14-19976,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/04/2014,09/22/2014,08210005500,Clarion Hotel Nashville Downto,211  1st ST N,Nashville,TN,37213.0,"211 1st ST N
Nashville, TN 37213
(36.175262, -86.77435)"
1236,16-20301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/18/2016,06/29/2016,09310038500,Jeff Ruby's Steakhouse,300  4th AVE N,Nashville,TN,37219.0,"300 4th AVE N
Nashville, TN 37219
(36.165582, -86.780187)"
1237,12-19545,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Courtyard,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1238,06-18574,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/23/2006,11/16/2006,06200016000,Sukho Thai,2450  Music Valley DR,Nashville,TN,37214.0,"2450 Music Valley DR
Nashville, TN 37214
(36.221167, -86.693956)"
1239,12-19581,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Ryman Ballroom &,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1241,20-26935,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/28/2020,04/09/2021,092140B00800CO,ELEMENT NASHVILLE VANDERBILT WEST END,4  CITY BLVD,NASHVILLE,TN,37209.0,"4 CITY BLVD
NASHVILLE, TN 37209
(36.152279, -86.819487)"
1242,12-19557,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Governors Lobby,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1243,16-20334,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/2016,09/08/2016,08600031700,Sakura Japanese Steak & Sushi,3451  Lebanon PIKE,Hermitage,TN,37076.0,"3451 Lebanon PIKE
Hermitage, TN 37076
(36.19073, -86.625749)"
1244,10-19140,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2009,01/14/2010,05108011000,Las Maracas Mexican Rest. 4,1107  Gallatin PIKE,Nashville,TN,37115.0,"1107 Gallatin PIKE
Nashville, TN 37115
(36.249154, -86.719561)"
1245,17-25153,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/2017,04/12/2018,09306308200,DIERKS BENTLEY'S WHISKEY ROW,400  BROADWAY,NASHVILLE,TN,37203.0,"400 BROADWAY
NASHVILLE, TN 37203
(36.160966, -86.777347)"
1246,17-20465,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2017,04/04/2017,09216009000,Hayes Street Hotel,1913  Hayes ST,Nashville,TN,37203.0,"1913 Hayes ST
Nashville, TN 37203
(36.152918, -86.79895)"
1247,20-26968,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/04/2020,04/09/2021,11801016800,EPICE,2902  12TH AVE S,NASHVILLE,TN,37204.0,"2902 12TH AVE S
NASHVILLE, TN 37204
(36.121293, -86.790402)"
1248,08-18831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2008,04/11/2008,14810013900,Mi Cantina Y Billar Las Nenas,3918  Apache TRL,Antioch,TN,37013.0,"3918 Apache TRL
Antioch, TN 37013
(36.068323, -86.693762)"
1249,14-19909,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/03/2014,06/11/2014,07206034800,Adele's by Jonathan Waxman,1210  McGavock PIKE,Nashville,TN,37203.0,"1210 McGavock PIKE
Nashville, TN 37203
(36.204584, -86.733429)"
1250,15-20105,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/17/2015,05/18/2015,08601007200,NashVegas Bar & Grill,3424  Lebanon PIKE,Hermitage,TN,37076.0,"3424 Lebanon PIKE
Hermitage, TN 37076
(36.189374, -86.627624)"
1251,15-20047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2014,01/29/2015,09313000600,DeSano Pizza Bakery,115  16th AVE S,Nashville,TN,37203.0,"115 16th AVE S
Nashville, TN 37203
(36.153031, -86.792088)"
1252,94-15808,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/19/1993,02/01/1994,11500000100,VFW Post 1970,7220  OLD CHARLOTTE PIKE,NASHVILLE,TN,37209.0,"7220 OLD CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12144, -86.921085)"
1253,17-01015,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/16/2016,01/12/2017,08309018200,Bongo East Cafe,107  11th ST S,Nashville,TN,37206.0,"107 11th ST S
Nashville, TN 37206
(36.177064, -86.749944)"
1254,16-01013,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/23/2016,12/14/2016,09114010900,Sir Pizza,5418  Charlotte AVE,Nashville,TN,37209.0,"5418 Charlotte AVE
Nashville, TN 37209
(36.151188, -86.85361)"
1255,19-25868,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/05/2019,03/29/2019,09601001000,PHAT BITES,2730  LEBANON PIKE,NASHVILLE,TN,37214.0,"2730 LEBANON PIKE
NASHVILLE, TN 37214
(36.168398, -86.665931)"
1256,95-16442,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/15/1995,03/22/1995,09306206700,The Melting Pot of Nashville,166  2nd AVE N,Nashville,TN,37201.0,"166 2nd AVE N
Nashville, TN 37201
(36.16387, -86.776434)"
1257,17-25043,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2017,06/08/2017,09216043600,KIMPTON AERTSON HOTEL,2021  BROADWAY,NASHVILLE,TN,37203.0,"2021 BROADWAY
NASHVILLE, TN 37203
(36.14899, -86.798708)"
1258,17-20455,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/30/2016,03/09/2017,07116018300,Germantown Cafe,1200  5th ST N,Nashville,TN,37208.0,"1200 5th ST N
Nashville, TN 37208
(36.19262, -86.762061)"
1259,17-25030,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2017,06/09/2017,14700000800,LAS CAZUELAS MEXICAN GRILL,4114  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,"4114 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.078589, -86.726047)"
1260,15-00977,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/18/2014,02/11/2015,08209030900,Clawsons Pub & Deli,1205  4th AVE S,Nashville,TN,37210.0,"1205 4th AVE S
Nashville, TN 37210
(36.144299, -86.766237)"
1261,10-19169,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/2010,03/30/2010,09514011600,Elm Hill Tavern,1941  Elm Hill PIKE,Nashville,TN,37210.0,"1941 Elm Hill PIKE
Nashville, TN 37210
(36.150161, -86.700541)"
1262,18-25477,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2018,09/27/2018,08208032000,LYRA,935 W EASTLAND AVE,NASHVILLE,TN,37206.0,"935 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184294, -86.754242)"
1263,17-25162,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/09/2017,08/31/2017,08601008100,NADEEN'S,3410  LEBANON PIKE,HERMITAGE,TN,37076.0,"3410 LEBANON PIKE
HERMITAGE, TN 37076
(36.188797, -86.628445)"
1264,20-27017,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/20/2020,06/11/2021,14810013600,UPTOWN FRESH MARKET,3901  APACHE TRL,ANTIOCH,TN,37013.0,"3901 APACHE TRL
ANTIOCH, TN 37013
(36.069216, -86.693967)"
1265,18-25356,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/01/2018,12/07/2018,03409017300,EL AGUAJE,1501  GALLATIN PIKE N,MADISON,TN,37115.0,"1501 GALLATIN PIKE N
MADISON, TN 37115
(36.28756, -86.705047)"
1266,94-15716,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/1993,02/01/1994,10510018300,Zanies Comedy Showplace,2025  8th AVE S,Nashville,TN,37204.0,"2025 8th AVE S
Nashville, TN 37204
(36.132464, -86.779193)"
1267,17-25101,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/27/2017,08/08/2017,10314002800,KITCHEN WEST SIDE,95  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.0,"95 WHITE BRIDGE PIKE
NASHVILLE, TN 37205
(36.130345, -86.857407)"
1268,16-00994,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/22/2015,06/14/2018,08205016400,Bearded Iris Brewing Company,101  Van Buren ST,Nashville,TN,37208.0,"101 Van Buren ST
Nashville, TN 37208
(36.181411, -86.786436)"
1269,14-19950,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/03/2014,08/14/2014,09302401500,Hooters of Nashville Downtown,184  2nd AVE N,Nashville,TN,37201.0,"184 2nd AVE N
Nashville, TN 37201
(36.16449, -86.776806)"
1270,07-18622,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt Hotel (Room),2100  West End AVE,Nashville,TN,37203.0,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
1271,15-00176,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/30/2015,12/15/2015,13400022000,Bounty Bev,414  Harding Industrial DR,Nashville,TN,37211.0,"414 Harding Industrial DR
Nashville, TN 37211
(36.091493, -86.690974)"
1272,12-19502,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/06/2012,08/09/2012,08309047100,Lockeland Table,1520  Woodland ST,Nashville,TN,37206.0,"1520 Woodland ST
Nashville, TN 37206
(36.176919, -86.74209)"
1273,94-15872,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/01/1994,02/01/1994,09601007400,Donelson Bowl,117  Donelson PIKE,Nashville,TN,37214.0,"117 Donelson PIKE
Nashville, TN 37214
(36.165972, -86.663576)"
1274,16-20322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/28/2016,08/16/2016,10200011000,Outback Steakhouse,6840  Charlotte PIKE,Nashville,TN,37209.0,"6840 Charlotte PIKE
Nashville, TN 37209
(36.132507, -86.893976)"
1275,12-19606,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2012,10/11/2012,06200023300,Nashville Nightlife Dinner The,2416  Music Valley DR  139,Nashville,TN,37214.0,"2416 Music Valley DR 139
Nashville, TN 37214
(36.218524, -86.695398)"
1276,10-19236,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2010,01/13/2011,06200011800,Caney Fork River Valley Grille,2400  Music Valley DR,Nashville,TN,37214.0,"2400 Music Valley DR
Nashville, TN 37214
(36.217559, -86.696294)"
1277,18-25391,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/21/2018,03/30/2018,093064B00100CO,MUSIC CITY CANARCHY,121  4TH AVE S,NASHVILLE,TN,37201.0,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
1278,18-25796,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2018,03/20/2019,08111041400,THE SOUTHERN V,1200  BUCHANAN ST,NASHVILLE,TN,37208.0,"1200 BUCHANAN ST
NASHVILLE, TN 37208
(36.180172, -86.806968)"
1279,18-25494,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2018,07/26/2018,08212027000,KOI SUSHI & THAI-EAST LLC,923  MAIN ST,NASHVILLE,TN,37206.0,"923 MAIN ST
NASHVILLE, TN 37206
(36.176908, -86.754745)"
1280,18-25444,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/30/2018,04/12/2018,09208001800,JAMESONS LOVE THEY NEIGHBOR BLOCK PARTY IN SUPPORT OF KEEP AMERICA BEAUTIFUL,1402  CLINTON ST,NASHVILLE,TN,37203.0,"1402 CLINTON ST
NASHVILLE, TN 37203
(36.164075, -86.796769)"
1281,15-20197,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2015,10/13/2015,04216019200,Fonda El Cubilete,310  Gallatin PIKE,Madison,TN,37115.0,"310 Gallatin PIKE
Madison, TN 37115
(36.259768, -86.713065)"
1282,16-20272,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/23/2016,04/15/2016,14712006800,Bangkokville Thai Cuisine,395  Haywood LN,Nashville,TN,37211.0,"395 Haywood LN
Nashville, TN 37211
(36.068673, -86.718017)"
1283,13-19669,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/28/2012,01/24/2013,08214001300,3rd and Linsdley Bar & Grill,812  3rd AVE S,Nashville,TN,37210.0,"812 3rd AVE S
Nashville, TN 37210
(36.152064, -86.770089)"
1284,14-19923,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2014,06/16/2014,09309032000,Cinco De Mayo Mexican Rest,209  10th AVE S 200,Nashville,TN,37203.0,"209 10th AVE S 200
Nashville, TN 37203
(36.154965, -86.782059)"
1285,19-25824,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",01/04/2019,01/24/2019,10700011000,BARRIQUE BREWING AND BLENDING,1821  AIR LANE DR,NASHVILLE,TN,37210.0,"1821 AIR LANE DR
NASHVILLE, TN 37210
(36.144838, -86.704087)"
